Name: Charlotte Rodriguez, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 100, Dexterity: 100, Intelligence: 100, Wisdom: 100, Charisma: 100, Strength: 100, Age: 24
Name: Jacob Lopez, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 107, Dexterity: 93, Intelligence: 127, Wisdom: 106, Charisma: 70, Strength: 123, Age: 80
Name: Emma Johnson, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 130, Dexterity: 95, Intelligence: 133, Wisdom: 104, Charisma: 74, Strength: 116, Age: 69
Name: Noah Williams, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 91, Dexterity: 130, Intelligence: 123, Wisdom: 74, Charisma: 114, Strength: 103, Age: 18
Name: James Anderson, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 91, Dexterity: 119, Intelligence: 94, Wisdom: 83, Charisma: 124, Strength: 118, Age: 55
Name: Amelia Davis, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 112, Dexterity: 143, Intelligence: 111, Wisdom: 97, Charisma: 119, Strength: 94, Age: 79
Name: Logan Thomas, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 92, Dexterity: 135, Intelligence: 120, Wisdom: 102, Charisma: 139, Strength: 97, Age: 58
Name: Emma Jones, Gender: Male, FamilyName: Miller, Role: Worker, Stats: Health: 76, Dexterity: 105, Intelligence: 98, Wisdom: 85, Charisma: 95, Strength: 101, Age: 71
Name: Ava Johnson, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 123, Dexterity: 156, Intelligence: 109, Wisdom: 123, Charisma: 137, Strength: 98, Age: 44
Name: Emma Hernandez, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 107, Dexterity: 137, Intelligence: 131, Wisdom: 145, Charisma: 120, Strength: 114, Age: 12
Name: Amelia Martinez, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 119, Dexterity: 145, Intelligence: 91, Wisdom: 145, Charisma: 111, Strength: 122, Age: 83
Name: Charlotte Rodriguez, Gender: Male, FamilyName: Miller, Role: Warrior, Stats: Health: 99, Dexterity: 108, Intelligence: 69, Wisdom: 108, Charisma: 113, Strength: 90, Age: 19
Name: Ava Miller, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 153, Dexterity: 106, Intelligence: 52, Wisdom: 121, Charisma: 101, Strength: 137, Age: 100
Name: Jacob Brown, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 118, Dexterity: 109, Intelligence: 108, Wisdom: 110, Charisma: 171, Strength: 105, Age: 97
Name: Sophia Moore, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 162, Dexterity: 141, Intelligence: 86, Wisdom: 110, Charisma: 116, Strength: 108, Age: 86
Name: Jacob Davis, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 137, Dexterity: 171, Intelligence: 72, Wisdom: 133, Charisma: 178, Strength: 107, Age: 62
Name: Evelyn Davis, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 114, Dexterity: 148, Intelligence: 71, Wisdom: 133, Charisma: 145, Strength: 110, Age: 82
Name: Liam Martin, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 98, Dexterity: 111, Intelligence: 70, Wisdom: 70, Charisma: 141, Strength: 88, Age: 53
Name: Jacob Jackson, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 94, Dexterity: 99, Intelligence: 56, Wisdom: 63, Charisma: 129, Strength: 96, Age: 71
Name: Ava Brown, Gender: Female, FamilyName: Johnson, Role: Leadership, Stats: Health: 79, Dexterity: 114, Intelligence: 59, Wisdom: 95, Charisma: 79, Strength: 120, Age: 94
Name: Olivia Martin, Gender: Female, FamilyName: Johnson, Role: Worker, Stats: Health: 61, Dexterity: 120, Intelligence: 75, Wisdom: 92, Charisma: 94, Strength: 78, Age: 6
Name: Ava Miller, Gender: Female, FamilyName: Johnson, Role: Warrior, Stats: Health: 112, Dexterity: 152, Intelligence: 111, Wisdom: 103, Charisma: 100, Strength: 50, Age: 45
Name: Emma Taylor, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 112, Dexterity: 109, Intelligence: 65, Wisdom: 71, Charisma: 81, Strength: 49, Age: 68
Name: Charlotte Hernandez, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 125, Dexterity: 115, Intelligence: 68, Wisdom: 72, Charisma: 85, Strength: 49, Age: 56
Name: Isabella Jones, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 99, Dexterity: 52, Intelligence: 98, Wisdom: 60, Charisma: 70, Strength: 53, Age: 7
Name: Elijah Davis, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 93, Dexterity: 78, Intelligence: 86, Wisdom: 68, Charisma: 64, Strength: 30, Age: 29
Name: Liam Lopez, Gender: Male, FamilyName: Miller, Role: Worker, Stats: Health: 120, Dexterity: 85, Intelligence: 77, Wisdom: 84, Charisma: 88, Strength: 69, Age: 62
Name: Emma Johnson, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 138, Dexterity: 78, Intelligence: 83, Wisdom: 89, Charisma: 85, Strength: 45, Age: 93
Name: Ava Lopez, Gender: Male, FamilyName: Miller, Role: Leadership, Stats: Health: 120, Dexterity: 95, Intelligence: 95, Wisdom: 121, Charisma: 93, Strength: 83, Age: 4
